5 Digit NTD ID,ntdid,name,Reporter Acronym,Doing Business As,Reporter Status,Reporter Type,Form Module Type,Organization Type,Reported By NTD ID,Reported by Name,Subrecipient Type,FY End Date,Original Due Date,Address Line 1,Address Line 2,City,State,Zip Code,Zip Code Ext,P.O. Box,Region,URL,FTA Recipient ID,Duns Number,Service Area Sq Miles,Service Area Pop,Primary UZA,UZA Name,Tribal Area Name,Population,Density,Sq Miles,Required Reporter,VOMS DO,VOMS PT,Total VOMS,Volunteer Drivers,Personal Vehicles
7R04-70126,7R04-044,Perkins County Public Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Perkins County Public Transit,,Grant,NE,69140,,314,7,http://www.perkinscountyseniorcenter.com/index.php,0,48614127,,,,,,,,,,2,,2,,
7R04-70127,7R04-034,Ogallala Transit System,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Ogallala Public Transportation,411 East 2nd St,Ogallala,NE,69153,,na,7,http://www.ogallala-ne.gov/city_services/public_transit/index.php,0,72912025,,,,,,,,,,4,,4,,
7R04-70128,7R04-009,Chase County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Chase County Public Transportation,,Imperial,NE,69033,,1299,7,N/A,0,18911693,,,,,,,,,,5,,5,,
7R04-70130,7R04-056,Valley County Hospital,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Valley County Public Transportation,2707 L Street,Ord,NE,68862,1275,na,7,http://www.valleycountyhealthsystem.org/community-services/transportation,0,805096823,,,,,,,,,,3,,3,,
7R04-70143,7R04-032,Hooker Co,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Hooker County Public Transportation,,Mullen,NE,69152,,184,7,N/A,0,116068417,,,,,,,,,,2,,2,,
7R04-70148,7R04-050,Saline County Area Transit,SCAT,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Saline County Area Transit,,Western,NE,68464,,412,7,http://www.salinecat.com/,0,16701943,,,,,,,,,,6,,6,,
7R04-70153,7R04-038,City of North Platte,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,North Platte Public Transit,1300 s McDonald Rd,North Platte,NE,69101,,na,7,http://www.ci.north-platte.ne.us/transportation/,0,72890718,,,,,,,,,,10,,10,,
7R04-70156,7R04-039,Community Concern ,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Norfolk Public Transportation,,Norfolk,NE,68702,,302,7,N/A,0,153465463,,,,,,,,,,4,,4,,
7R04-70159,7R04-058,Webster County Public Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Webster County Public Transit,432 N Elm St,Red Cloud,NE,68970,,na,7,N/A,0,116345716,,,,,,,,,,5,,5,,
7R04-70160,7R04-018,Eastern Nebraska ,,,Active,Rural Reporter,Rural General Public Transit,Area Agency on Aging,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Eastern Nebraska Office on Aging,4223 Center,Omaha,NE,68105,,na,7,http://www.enoa.org/,0,70122635,,,,,,,,,,12,,12,,
7R04-70164,7R04-037,Lancaster Co Rural Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Lancaster county Rural Transit,233 S 10th St   #101,Lincoln,NE,68508,,na,7,http://lincoln.ne.gov/city/mayor/aging/pdf/rurtran,0,68676535,,,,,,,,,,3,,3,,
7R04-70181,7R04-033,City Of Tecumseh,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,City of Tecumseh,122 S 4th,Tecumseh,NE,68450,,na,7,http://www.tecumsehne.com/public-transit.html,0,53406120,,,,,,,,,,1,,1,,
7R04-70182,7R04-045,Phelps County Senior Citizen,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Phelps County Public Transit,,Holdrege,NE,68949,,587,7,http://www.justtheplacenebraska.com/life/seniors.a,0,49340433,,,,,,,,,,5,,5,,
7R04-70183,7R04-052,Scotts Bluff Public Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Scotts Bluff County Public Transit,1825 10th St,Gering,NE,69341,,na,7,https://nrrs.ne.gov/resources/display.php?display_resid=1594355,0,94682416,,,,,,,,,,14,,14,,
7R04-70192,7R04-055,Loup City,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,City Clerk of Loup City,,Loup City,NE,68853,,250,7,N/A,0,53398418,,,,,,,,,,1,,1,,
7R04-70193,7R04-063,City of Plainview Handivan,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,,,Plainview,NE,68769,,757,7,N/A,0,68666585,,,,,,,,,,1,,1,,
7R04-70194,7R04-022,Cambridge Memorial Hospital,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Cambridge Memorial Hospital,,Cambridge,NE,69022,,488,7,http://www.cmh.org/patients_services.php,0,188653208,,,,,,,,,,2,,2,,
7R04-70198,7R04-028,Harlan Co. Public Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Harlan County Public Transit,,Alma,NE,68920,,1023,7,N/A,0,68673326,,,,,,,,,,2,,2,,
7R04-70200,7R04-035,Kimball/Banner Extension Service,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Kimball County Public Transportation,209 E 3rd,Kimball,NE,69145,,na,7,http://www.co.kimball.ne.us/content/shuttle,0,82532672,,,,,,,,,,1,,1,,
7R04-70202,7R04-002,Wolf Memorial Good Samaritan Center,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Wolf Memorial Good Samaritan Center,PO Box 271,Albion,NE,68620,,PO Box 271,7,N/A,0,17117821,,,,,,,,,,3,,3,,
7R04-70203,7R04-041,Morrill County Handi Bus,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Morrill County Public Transportation,,Bridgeport,NE,69336,,776,7,http://www.morrillcounty.ne.gov/handibus.html,0,168890291,,,,,,,,,,2,,2,,
7R04-70205,7R04-021,Fillmore County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Fillmore County Public Transportation,1120 F St,Geneva,NE,68361,,na,7,http://bvca.net/How_We_Help/ProgramsServices/FCRT.aspx,0,94227068,,,,,,,,,,5,,5,,
7R04-70212,7R04-008,Cedar County Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Cedar County Public Transportation,56893 889 Rd,Wynot,NE,68792,,,7,N/A,0,610797834,,,,,,,,,,3,,3,,
7R04-70214,7R04-046,City of Columbus Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,City of Columbus Transit,,Columbus,NE,68602,1677,1677,7,http://www.columbusne.us/index.aspx?NID=125,0,50273192,,,,,,,,,,5,,5,,
7R04-70216,7R04-036,Avera Creighton Hospital,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Avera Creighton Hospital,1503 Main Street,Creighton,NE,68729,,186,7,http://www.avera.org/creighton/services/,0,55221865,,,,,,,,,,4,,4,,
7R04-70220,7R04-031,Avera St.Anthony's Hospital,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Avera St Anthony Hospital,PO Box 270,O Neill,NE,68763,,270,7,http://www.avera.org/st-anthonys/services/transportation/,0,20176871,,,,,,,,,,5,,5,,
7R04-70223,7R04-060,Senior Information Center York,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,York County Public Transportation,2325 Nebraska Ave,York,NE,68467,,na,7,http://www.yorkcounty.ne.gov/MyGovernment/Aging_Services/PublicTransportation.html,0,959300096,,,,,,,,,,4,,4,,
7R04-70230,7R04-061,Wakefield Senior Center,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Wakefield Senior Center,PO Box 130,Wakefield,NE,68784,,130,7,N/A,0,168890044,,,,,,,,,,2,,2,,
7R04-70232,7R04-047,City Of McCook Public Transit,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,City of McCook Public Transit,,McCook,NE,69001,,1059,7,http://www.cityofmccook.com/index.aspx?NID=117,0,53460457,,,,,,,,,,2,,2,,
7R04-70233,7R04-057,Wayne Public Transit ,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,City of Wayne Public Transit,410 Pearl,Wayne,NE,68787,,na,7,http://www.cityofwayne.org/index.aspx?nid=137,0,31172505,,,,,,,,,,3,,3,,
7R04-70234,7R04-040,Central City ,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Central City Public Transportation,,Central City,NE,68826,,418,7,N/A,0,82724923,,,,,,,,,,2,,2,,
7R04-70237,7R04-062,Community Senior Center,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,"Community Senior Center, Inc",234 W 2nd St,Ainsworth,NE,69210,,na,7,,,55638191,,,,,,,,,,1,,1,,
7R04-70244,7R04-020,City of Benkelman,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Benkelman Public Transportation,,Benkelman,NE,69021,,409,7,N/A,0,156270894,,,,,,,,,,1,,1,,
7R04-70246,7R04-053,Seward County Handibus,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Seward county Handibus,320 S 14th St,Seward,NE,68434,,na,7,http://www2.connectseward.org/cgov/handibus.htm,0,37289738,,,,,,,,,,4,,4,,
7R04-70247,7R04-014,City  of Crawford,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Crawford Public Transportation,135 Elm,Crawford,NE,69339,,na,7,http://crawfordnebraska.net/?s=transportation,0,45916194,,,,,,,,,,2,,2,,
7R04-70253,7R04-051,Saunders County Transportation,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Saunders County Public Transportation,426 N Broadway,Wahoo,NE,68066,,na,7,http://www.saunderscounty.ne.gov/webpages/transportation/transportation.html,0,31163525,,,,,,,,,,2,,2,,
7R04-70265,7R04-015,City of  Chadron,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,Chadron Public Transportation,,Chadron,NE,69337,,390,7,http://www.chadron-nebraska.com/transportation/public-transportation.html,0,67087887,,,,,,,,,,1,,1,,
7R04-77078,,Garden County,,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",7R04,Nebraska Department of Roads,Rural General Public Transit,06/30/2015,10/31/2015,611 Main Street,,Oshkosh,NE,69154,,,7,westcentral.ne.networkofcare.org/veterans/services/agency.aspx?pid=GardenCountyPublicTransportation,,16633769,,,,,,,,,,2,,2,,
8R01,8R01,Colorado Department of Transportation,,,Active,State Reporter,State,,,,,12/31/2015,4/30/2016,Transit Unit,"4201 East Arkansas Avenue, Shumate Building",Denver,CO,80222,3406,,8,http://www.coloradodot.info/,1130,960738771,0,0,,,,,,,,,,,,
8R01-60208,7R03-038,"Greyhound Lines, Inc.",,,Active,Rural Reporter,Intercity Bus,Independent Public Agency or Authority of Transit Service,8R01,Colorado Department of Transportation,Intercity Bus,12/31/2015,4/30/2016,350 N St. Paul Street,,Dallas,TX,75201,,,6,www.greyhound.com,,825063233,,,,,,,,,,,,,,
8R01-70243,7R02-123,"Village Tours, LLC",,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,8R01,Colorado Department of Transportation,Intercity Bus,12/31/2015,4/30/2016,8620 West 21st North,,Wichita,KS,67205,0,,7,www.beeline-express.com,,33669805,,,,,,,,,,,,,,
8R01-70269,8R01-037,"Black Hills Stage Lines, Inc.",,,Active,Rural Reporter,Intercity Bus,Private-For-Profit Corporation,8R01,Colorado Department of Transportation,Intercity Bus,12/31/2015,4/30/2016,720 E Norfolk Avenue,,Norfolk,NE,68701,,,7,www.blackhillsstagelines.com,,45271582,,,,,,,,,,,,,,
8R01-80115,8R01-012,Prowers County,Prowers Area Transit,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2015,4/30/2016,407 East Olive Street,,Lamar,CO,81052,,,8,www.prowerscounty.net,,14854343,,,,,,,,,,4,,4,,
8R01-80118,8R01-036,Wet Mountain Valley Community Service Inc.,,,Active,Rural Reporter,Rural General Public Transit,Private-Non-Profit Corporation,8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2015,4/30/2016,P.O. Box 1542,,Westcliffe,CO,81252,,1542,8,www.uaacog.com,,,,,,,,,,,,5,,5,15,0
8R01-80150,8R01-040,Gunnison Valley Transportation Authority,,,Active,Rural Reporter,Rural General Public Transit,Independent Public Agency or Authority of Transit Service,8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2015,4/30/2016,,,Crested Butte,CO,81224,39,39,8,www.gunnisonvalleyrta.org,,829500763,,,,,,,,,,5,,5,,
8R01-80155,8R01-001,Eagle County Regional Transportation Authority,ECO Transit,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2015,4/30/2016,3289 Cooley Mesa Road,,Gypsum,CO,81637,1070,1070,8,www.eaglecounty.us/transit,,84024447,,,,,,,,,,19,,19,,
8R01-80159,8R01-009,Mountain Express,Mountain Express,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2015,4/30/2016,803 Butte Avenue,,Crested Butte,CO,81224,,3482,8,www.mtnexp.com,,963380527,,,,,,,,,,9,,9,,
8R01-80161,8R01-021,Summit County,Summit Stage,,Active,Rural Reporter,Rural General Public Transit,"City, County or Local Government Unit or Department of Transportation",8R01,Colorado Department of Transportation,Rural General Public Transit,12/31/2015,4/30/2016,208 Lincoln Street,,Breckenridge,CO,80424,,68,8,www.summitstage.com,,82653023,,,,,,,,,,29,,29,,
